Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,1.8029,10.9396,1.1568,-0.8413,-0.3948,-0.2129,0.1841,2.5281,1.1353,2.3354,2.3706,-0.3747,-8.4880,2.4432,1.4424,7.0253
7.8125,-2.5956,10.8730,0.5088,-2.4343,-1.0783,0.8337,4.9137,1.7746,4.7014,-2.3781,0.3843,1.4911,-14.2516,0.9327,0.9765,4.2669
15.6250,-4.5987,13.0636,2.6134,0.6522,-0.4255,-2.8683,1.6359,4.0287,4.4017,3.2119,3.3661,0.6376,-15.9697,-1.9237,-5.7192,1.1204
23.4375,-2.0619,13.1113,1.7015,3.8233,0.4778,-2.1091,1.1268,3.0033,-0.0014,2.7225,2.7866,1.5357,-7.5512,-2.6690,-7.2458,-0.2670
31.2500,-0.2899,13.1561,-2.6935,-4.0104,0.6257,3.0690,9.6280,2.4235,1.2578,-5.0655,0.6276,5.5087,-3.8483,-3.8112,-6.3206,-1.6313
39.0625,-1.4868,15.2217,-5.7785,-8.1940,0.8365,4.4483,12.1351,7.5970,4.7944,-0.1982,4.7668,5.2432,-7.0930,-5.1165,-13.0090,-2.6088
46.8750,-3.1418,14.3701,-3.7214,0.2438,1.8190,4.0021,6.8835,6.2783,1.4961,4.2489,4.1718,2.0478,-9.1748,-4.4430,-8.2334,3.1233
54.6875,-4.5156,11.2471,-0.9811,0.2186,-1.1357,2.6107,4.5779,-2.6580,0.7313,-4.2495,-1.1834,9.3475,-15.8332,-7.2160,8.7213,10.7803
62.5000,-3.5829,10.1929,-1.0766,-6.7220,-9.3211,2.0145,6.5887,-1.2063,7.6858,-4.9149,0.0192,10.3246,-15.9666,-6.8422,7.7079,9.0115
70.3125,-1.7370,10.9517,-3.5652,-4.9057,-12.4133,4.5418,7.3528,4.5812,7.5851,1.6597,5.0835,9.5276,-2.0238,0.8899,-3.4470,0.8992
