Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,1.1840,-8.1062,7.1495,-6.0144,-2.6154,3.7745,-0.7631,-3.8395,-2.0513,-4.2960,-4.1288,-1.4588,-7.7176,-8.7229,-0.9215,8.9180
7.8125,7.5928,-4.6957,5.7670,-13.0420,-8.2290,-1.7105,1.2431,-0.9024,0.3256,-1.6850,-1.0996,-0.4140,-9.0738,-6.4693,2.2754,6.3555
15.6250,12.1193,0.3805,-0.7513,-18.6022,-11.6245,-4.8815,-0.1573,2.3514,7.0745,-1.1690,4.1616,3.0145,-0.0332,5.0862,2.3474,-15.9984
23.4375,10.3958,-1.1682,4.5743,-16.3060,-6.5248,-0.8973,-0.1778,-0.1311,4.9972,-7.7894,0.6615,0.8741,3.9926,11.1407,-0.8249,-19.9956
31.2500,11.4149,4.4702,-0.4489,-6.6227,-1.5444,3.5206,4.8735,-1.6144,1.1815,-12.9463,-5.3953,-5.6877,-0.3866,9.3324,-1.4156,-4.7898
39.0625,13.7634,9.8385,-5.3197,8.6792,0.8541,3.1008,3.0835,-0.9977,1.3821,-11.0798,-5.6874,-8.2195,-3.2413,8.9124,-7.0330,-4.9672
46.8750,13.2730,10.0186,-8.8336,17.6550,5.0750,2.6802,-3.7111,-2.8804,1.5476,-9.0560,-4.3985,-5.2010,-3.8041,5.2205,-7.9521,-8.9792
54.6875,9.6626,6.0867,2.8016,16.5566,7.1713,-0.4970,-5.6046,-6.6809,1.8515,-11.5519,-7.6973,-6.2259,-11.1712,-1.7299,-1.7831,-1.7444
62.5000,7.0895,9.1279,-5.3620,14.5744,5.6909,-2.7066,-4.7661,-4.4583,5.6856,-8.7223,-5.4882,-6.0511,-13.9338,1.4776,2.7156,-2.0331
70.3125,5.7977,6.9178,-10.5162,21.4015,12.7049,1.2221,-5.0907,-3.4946,1.9026,-6.9304,-4.3069,-4.6415,-11.2084,5.9635,-2.0084,-5.5706
78.1250,5.1509,5.4516,-15.6414,22.8384,20.6420,4.2828,-4.2802,-6.5096,-0.3202,-12.6435,-9.1033,-9.0601,-8.3540,4.2628,2.0573,0.8040
85.9375,6.8780,16.7413,-44.3474,10.4342,12.5752,1.5924,-2.0850,-3.2114,7.6490,-11.7538,-6.5602,-11.9938,-0.1280,11.9010,17.4465,0.7520
93.7500,6.2890,9.7262,-20.5556,7.1479,1.0090,-5.5806,-3.5260,-2.9791,0.8430,-7.8189,-5.8845,-12.4368,0.5971,20.5010,11.9614,5.7682
101.5625,10.7259,12.9834,-24.3481,9.0968,2.4016,-3.0775,-3.5518,-1.3851,-3.4339,-5.3000,-2.9073,-7.6819,3.0431,19.1610,4.6861,13.8118
109.3750,17.7236,35.9646,-94.1256,2.2367,8.3590,9.1108,1.5921,8.5420,9.8840,0.5983,7.7780,-1.5753,10.8939,18.3644,13.6423,3.0538
117.1875,8.0936,-0.5566,-6.7222,8.2027,11.4462,5.5937,2.0270,2.0193,-1.9524,-3.7087,-3.7428,-12.7593,-9.0836,14.3737,-5.3098,1.2555
125.0000,13.6607,29.6640,-77.6932,-2.3323,3.6147,6.9966,3.1005,5.3658,4.9159,-1.5702,3.3507,-3.9974,2.6102,14.6221,16.1063,13.3975
132.8125,12.9394,14.1560,-29.7450,2.4768,12.5675,4.3050,-4.6486,1.2693,3.4541,-5.4235,1.1967,-4.7817,2.3923,14.1960,1.7825,0.9126
140.6250,15.0739,25.8614,-64.3855,6.5126,15.4826,10.7161,-1.3942,8.5962,10.8913,1.5077,9.5852,1.8374,10.2111,16.1138,2.0743,-25.4149
148.4375,8.1111,20.9628,-57.8749,11.0261,8.8421,6.9923,2.1089,5.3465,7.2788,1.4662,4.9841,1.9326,4.1345,7.1456,5.0545,-5.6619
156.2500,-0.0402,-2.7377,-11.4536,9.2867,7.9469,-1.9332,-1.8145,-3.7127,2.0978,-4.6288,-4.7348,-4.0252,-6.1173,0.9335,5.3236,23.1110
164.0625,5.0769,10.4557,-48.3683,8.3944,8.8192,0.5411,0.5064,1.8622,10.5366,-1.4985,1.0987,-2.2309,3.9816,11.0245,15.6909,4.3013
171.8750,1.1764,0.7595,3.4967,27.8827,7.2855,-3.5142,0.6919,-0.1165,2.8408,-0.9258,-4.0770,-8.3195,0.2247,13.7257,1.1888,-13.7293
179.6875,-1.0431,11.1245,-19.9375,27.4353,3.6930,-3.2709,0.9101,2.5519,2.1808,7.1330,0.5932,-3.4287,1.8661,7.1777,9.1025,-2.1466
187.5000,-1.2317,5.7664,-30.0771,21.0818,6.4264,-4.1085,3.9122,3.1751,1.9693,9.7619,2.6129,2.6005,-1.2667,-0.4902,15.0710,3.8391
195.3125,2.2921,13.8774,-54.8070,19.8841,-0.6212,-6.7785,6.0022,3.6999,7.8716,9.0522,5.1538,9.9123,2.1372,-0.7688,22.4089,-1.7319
203.1250,0.4397,17.2129,-51.8916,20.7014,-6.2958,-6.8773,1.5466,3.5862,5.9029,12.7611,7.1165,11.2434,2.9555,1.7879,22.5179,3.2250
210.9375,-3.0597,5.7322,-22.5868,21.1444,2.5886,-5.4950,0.0146,2.5698,-4.1847,13.5429,4.2600,4.8546,-0.6172,4.5461,15.4690,9.9658
218.7500,3.4981,18.7795,-46.9222,19.7749,6.7353,-4.9450,1.4283,2.4489,2.8039,5.0052,2.7551,1.6911,6.3665,11.9279,21.8207,2.6438
226.5625,7.9652,27.5239,-47.0154,17.0899,3.0278,-3.0911,-2.0085,0.7917,13.5514,-2.7576,1.8852,0.3912,7.6986,17.0000,24.0584,-8.6674
234.3750,5.0364,19.9045,-23.1139,10.3587,3.5115,-2.2083,-0.2645,4.6314,12.4374,2.7186,5.9913,3.1594,5.7724,14.1647,12.5313,-11.9438
242.1875,1.4242,11.0703,-23.7571,4.5631,2.8616,-10.2358,2.9526,10.7217,8.7396,13.5414,11.9413,5.7795,7.5778,9.9713,-0.1346,2.5742
250.0000,0.4488,12.9402,-55.8064,1.6966,-3.2291,-10.1510,1.4923,15.5459,13.7394,22.4868,16.5325,3.0219,4.3273,10.6962,1.9185,14.9151
257.8125,-3.2319,6.5296,-33.4157,6.7989,0.2818,-1.9755,4.4553,15.7694,13.4528,21.5015,13.9011,-0.6446,-3.6872,10.9068,-2.5799,-1.5715
265.6250,-3.2248,6.9834,-2.7293,13.0866,11.4706,-5.0737,4.0913,8.9558,3.9039,9.6681,8.8877,5.2631,3.4455,12.4474,-8.1687,-13.5843
273.4375,4.0781,20.4893,-15.8243,18.0828,17.9294,-6.1291,-7.0837,-0.4939,-2.0914,-1.6995,4.8800,9.0887,10.6308,16.9573,2.5601,-1.8096
281.2500,6.7230,21.3388,-21.7809,25.5613,17.5825,4.2933,-8.6167,-5.1433,2.1352,-8.6703,-2.9520,-0.7544,0.1998,14.4270,12.3859,-0.4055
289.0625,3.3286,16.6970,-18.3586,25.9523,16.6815,5.4060,4.0934,-0.6597,8.5594,-9.3664,-5.4906,-7.3365,-0.9268,10.2417,7.2702,-9.5540
296.8750,0.7532,18.0114,-17.2656,18.6529,19.9369,-1.0659,6.0692,3.6966,2.3580,-4.4192,-1.1959,-6.3066,7.1729,14.2723,-1.7800,5.4387
304.6875,1.7185,18.9432,-14.6769,12.9393,19.3415,2.0336,-1.6518,2.1938,-5.6961,-0.9532,-0.1363,-7.7525,4.3007,16.2298,1.1560,22.6347
312.5000,7.0667,22.4337,-24.3203,10.0260,13.5847,5.8315,0.0761,4.8411,-0.1032,2.8089,2.6835,-6.4349,5.2464,10.4801,8.1473,2.3570
320.3125,8.5126,21.2739,-9.8447,14.2013,17.3789,4.3973,4.8818,10.4370,3.0024,7.5459,6.8335,-4.6570,7.8720,7.2520,-4.0627,-20.6596
328.1250,5.2531,27.0900,-5.6589,18.5617,21.8839,7.4749,4.2597,8.2204,2.2656,1.7768,4.1041,-5.3896,3.1057,11.0515,-8.0593,-4.8429
335.9375,2.3129,25.5981,7.9905,17.5160,16.5161,2.1605,-2.4480,-6.4283,-3.4541,-15.2557,-8.9023,-8.0687,-5.1202,12.0352,7.0334,26.0399
343.7500,2.9290,17.7818,28.3579,15.5170,17.3412,-6.2121,-8.9489,-12.6595,-15.7259,-16.3447,-12.7874,-9.2712,-4.2960,9.8290,12.3936,39.2380
351.5625,1.5619,16.9922,21.0820,18.4733,24.0918,2.2202,-7.7264,-5.9728,-19.4116,-6.9865,-7.9456,-12.3609,0.2494,10.9858,0.4954,42.7511
359.3750,-2.6134,15.1200,14.7545,21.1619,18.4970,9.8073,-2.9557,-6.7187,-10.6214,-13.6907,-12.9505,-18.3911,-1.4676,14.0575,-0.8337,41.8472
367.1875,-2.4206,11.7833,26.0632,19.0598,11.4463,3.2787,-2.3329,-9.8208,-4.7890,-18.1299,-16.2394,-19.1897,-3.5994,11.7100,7.3728,26.8339
375.0000,-1.1857,11.2036,17.6496,14.8611,12.9667,-1.2211,-3.1036,-1.9266,-3.8371,-2.5085,-5.3670,-12.5285,-1.9693,5.0533,3.9562,20.9630
382.8125,-4.5402,3.5977,7.4105,16.8994,10.9606,-1.6029,-2.5413,3.3649,-4.5917,10.3010,0.9446,-8.8858,-1.0950,3.7184,0.0339,29.6172
390.6250,-6.7689,0.2984,14.1467,24.3871,6.2950,-2.3719,-1.0356,1.3893,-8.1111,10.9498,-2.8003,-12.4886,1.2266,5.5454,6.9259,25.8232
398.4375,-4.0507,6.6821,15.0299,23.4959,8.0572,2.3736,2.3241,4.0061,-6.2729,10.3549,-2.6463,-15.8477,2.4519,1.4708,2.4664,19.2314
406.2500,0.2610,9.0886,-3.8521,7.8309,9.2135,6.5179,4.4942,8.7661,2.1015,9.9310,3.1800,-10.8720,0.2744,-0.3147,-5.5248,23.8679
414.0625,1.1806,4.7708,-2.3423,-2.7246,6.8178,1.6388,4.5960,9.0913,0.0359,12.2959,7.1731,-1.7894,-1.5939,3.5148,0.5438,21.8024
421.8750,-2.0359,4.3115,11.9082,2.2781,2.4415,-2.1002,6.5824,9.2346,-5.2480,18.2614,8.8630,4.6876,-1.9701,-2.8027,2.2375,21.5030
429.6875,-5.5651,-7.4824,28.8086,8.5800,-1.8777,-3.3666,4.9058,7.4882,1.5077,18.0491,7.2992,5.9058,-9.8721,-16.0291,-12.4644,36.2579
