Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,26.0343,2.6308,-0.7061,-10.5742,-13.4189,-13.8241,-12.4503,-7.9537,7.7044,-19.9000,-2.5898,1.8377,-1.5596,42.6691,7.8319,-1.5529
7.8125,27.5561,0.3351,4.6640,-9.7663,-12.3455,-9.5231,-10.1123,-11.8014,4.3698,-28.5131,-7.9643,1.1168,-3.4074,39.3782,2.1641,1.2337
15.6250,27.4999,3.0442,7.1623,-7.6037,-10.5222,-1.3412,-6.0867,-14.2758,6.5111,-36.1996,-12.5274,0.0535,-2.2288,35.1371,2.8131,2.2479
23.4375,23.8095,3.8527,8.2813,-3.6746,-11.4719,0.2237,-7.7760,-13.0610,8.1489,-32.8064,-12.2796,-4.4501,-3.2011,40.2456,5.7184,2.4010
31.2500,19.8209,-0.2108,17.4064,-4.2470,-10.3627,-8.4184,-10.3872,-14.8161,2.1699,-31.5896,-13.1511,-4.8039,-6.0748,36.6335,2.4883,4.3405
39.0625,18.5072,-1.1151,19.2787,-9.6976,-10.7475,-14.7926,-9.7874,-16.5748,-0.7046,-36.1912,-14.8031,-4.4952,-4.7737,43.3645,2.7271,5.1077
46.8750,19.0189,3.0170,14.4270,-4.8345,-11.5821,-10.9595,-10.5637,-16.8401,3.0896,-35.1286,-16.7088,-10.3265,-2.6296,37.4111,9.5670,7.5283
54.6875,18.2209,4.5551,17.5277,1.3311,-9.0742,-10.7954,-11.8159,-19.6572,-0.1604,-35.8053,-19.3767,-10.6130,-1.4788,21.9306,7.4587,11.7210
62.5000,17.9063,6.0370,17.8702,-3.3461,-5.6398,-11.4386,-8.2777,-22.0287,-4.5434,-40.1852,-20.9486,-4.9005,2.1232,6.7963,4.5130,13.1187
70.3125,16.9041,7.5604,9.2387,-3.3797,-6.3230,-5.0230,-8.6823,-21.6353,-2.8281,-37.7054,-21.1344,-7.5784,4.4861,1.0621,10.8322,13.7143
78.1250,12.3889,9.3101,13.6302,5.0412,-4.8330,-3.6507,-12.7329,-23.8230,-3.4947,-33.9318,-22.9103,-10.3989,6.6170,-17.9888,12.4702,17.3005
85.9375,8.7503,9.8405,19.8433,1.1194,-4.5613,-10.6469,-12.3684,-23.4234,-7.4107,-33.7415,-20.8729,-5.5566,8.6463,-14.3568,7.5552,15.5812
93.7500,11.2501,6.4735,11.3324,-5.5311,-8.8013,-7.9227,-8.7416,-18.8935,-6.2743,-30.8662,-17.2241,-4.7629,3.2270,5.5617,10.5486,6.1194
