Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,5.6535,-11.1858,-23.4918,-6.3121,-36.2860,11.8128,30.9313,4.9131,1.7661,2.6536,-3.5272,7.1040,-8.2439,-1.2330,17.8407,-5.1810
7.8125,7.0834,-11.0646,-25.5946,-13.7023,-39.7189,9.1669,35.2914,8.7545,3.9656,6.5275,-1.1410,6.4811,-12.5531,-3.9487,18.2244,-4.7754
15.6250,0.1751,-12.8729,-16.2401,-4.5287,-37.5937,7.7567,28.5663,4.7825,0.5781,5.9934,-4.7669,1.6580,-15.8343,-6.7045,15.2955,1.7686
23.4375,-5.1264,-14.2650,1.0946,10.9984,-34.9815,11.3517,19.1983,-3.6397,-4.9311,-1.3205,-13.0019,-5.0288,-17.1204,-7.5777,9.7811,14.1112
31.2500,-1.1559,-9.9535,12.6699,7.6268,-40.1977,12.5345,21.6078,-3.8593,-3.7929,-5.5772,-15.0263,-7.3460,-20.8943,-7.4144,5.6256,22.5978
39.0625,-0.1744,-5.0444,20.2034,0.9065,-43.9945,5.9427,21.3917,-5.0547,-3.0114,-9.1483,-15.8069,-7.4000,-21.5903,-5.1029,8.1687,27.2338
46.8750,-2.3965,-5.9513,28.9287,9.4472,-43.7837,2.9892,13.1009,-12.5324,-6.6690,-14.4377,-21.6383,-10.8181,-22.2608,-3.5178,14.0036,35.9801
54.6875,0.9978,-5.8600,30.3394,16.0185,-50.3831,6.9714,14.4302,-10.7702,-4.4882,-11.6588,-21.6083,-13.0310,-27.7146,-4.1912,9.3872,37.7379
62.5000,4.0960,-2.8044,21.4553,8.9640,-58.2548,7.0224,22.1915,-3.0928,1.3275,-6.7588,-15.3737,-9.1292,-25.4146,-2.1637,0.2036,24.9083
70.3125,3.3804,-4.1885,13.8228,2.4782,-61.0178,2.0401,24.4854,-2.6581,0.0324,-7.3826,-13.6673,-4.1044,-17.1282,0.5678,0.7307,17.5777
78.1250,2.4277,-5.3698,14.0566,4.7646,-63.5774,-2.8375,25.6040,-1.6005,-3.7142,-2.8448,-12.6633,-3.2453,-17.9990,-1.0269,0.5241,21.2273
85.9375,-0.1821,-1.9419,14.9916,8.7547,-64.0357,-6.6270,27.1213,3.6493,-3.0678,4.3270,-8.6730,-4.4711,-18.5700,-2.7482,-10.6889,18.9345
93.7500,0.4462,-3.1922,13.1710,6.0018,-62.8897,-5.3690,28.2133,4.7451,-2.3904,2.5784,-8.0613,-4.1883,-15.8777,-2.3933,-19.0272,15.3942
101.5625,5.5832,-7.0094,15.1328,-0.2780,-65.3545,-2.7142,29.8667,2.8821,-5.0982,-0.0618,-9.6084,-2.1555,-22.3949,-2.1535,-13.0065,18.5375
109.3750,5.3534,-5.7715,16.1499,-0.9884,-68.4941,-10.7068,27.7349,2.3914,-5.2426,3.3916,-7.9248,0.6673,-25.9477,-1.7511,-3.8641,15.7405
117.1875,3.6060,-6.7679,10.9878,1.4135,-69.6173,-18.4234,24.7677,3.5435,0.0738,6.4146,-4.9201,2.9129,-20.1696,-3.9297,-7.6722,10.0398
125.0000,7.1058,-11.3462,10.7620,2.3461,-69.1068,-8.8701,27.0787,4.2642,2.3764,4.3207,-5.9139,1.7884,-22.4005,-5.4404,-14.8828,11.8023
132.8125,6.2579,-11.2982,13.6803,7.1778,-66.3554,0.5662,28.1707,0.6357,-1.1438,-0.9391,-11.1919,-1.2739,-26.6988,-2.2614,-7.2194,11.0961
140.6250,3.2596,-10.1102,9.9294,12.8392,-67.5897,-5.4356,26.0300,-2.4149,-1.9732,-0.1891,-12.9418,-0.6794,-25.0570,-4.4209,5.2143,6.6811
148.4375,5.3987,-11.3298,10.8865,10.5062,-71.3532,-11.1484,28.1481,2.3747,-1.2789,8.6687,-8.1740,0.9419,-29.6892,-9.2958,2.5362,6.6651
156.2500,4.4171,-10.3434,19.6521,5.9971,-66.4266,-7.1647,30.8465,5.2653,-6.4809,9.4290,-7.7792,-3.2311,-33.7116,-4.1846,-4.1765,7.1959
164.0625,3.1090,-8.4389,20.0197,5.0499,-61.6738,-1.8451,28.8361,2.1787,-11.2594,3.8425,-10.9548,-5.5218,-27.8774,-2.0088,-4.1077,6.7596
171.8750,7.0578,-9.5027,17.0774,3.8906,-65.6657,-0.8948,26.0047,4.9102,-10.1256,10.9219,-5.5061,-0.3228,-29.0313,-7.7931,-9.9030,7.2062
179.6875,5.3605,-11.3893,21.7771,5.1095,-62.2016,-4.0691,23.1482,8.6317,-10.1354,18.5031,-1.0039,-0.6671,-36.7445,-5.3542,-15.4532,7.3972
187.5000,2.9214,-9.4504,23.4706,3.7216,-50.7415,-4.1470,21.0388,5.0444,-12.2584,11.3820,-5.8982,-7.3945,-35.1065,-3.8377,-9.4889,8.8238
195.3125,7.7946,-4.3427,20.9865,-7.5125,-48.0951,-0.3116,21.9757,5.1107,-10.8779,7.8960,-5.5071,-6.8724,-30.3203,-10.7143,-7.0872,8.1594
203.1250,3.8146,-5.7532,22.0113,-6.5949,-45.7609,-3.2555,21.0039,7.2499,-7.1649,11.0970,-2.9993,-6.7077,-29.9108,-10.4767,-10.5320,3.5932
210.9375,-5.5549,-12.4546,21.6783,13.0082,-35.1165,-12.5610,16.4424,-0.0413,-4.4233,3.7476,-11.7087,-14.4534,-29.6813,-7.3287,-2.8494,3.0782
218.7500,-1.8252,-10.2370,19.9363,13.3666,-24.9998,-14.8322,12.6276,-6.6167,-5.4299,-5.6873,-17.3087,-16.6099,-32.8495,-7.6831,11.2799,5.5266
226.5625,1.1837,-7.1851,18.8406,-5.8129,-16.3947,-14.1699,10.7585,-3.3957,-7.5405,-3.1305,-11.3350,-13.1704,-36.2951,-2.2920,17.0862,2.7729
234.3750,-6.4273,-15.3772,17.1125,-5.5625,-4.9019,-20.7156,9.1183,-1.5958,-6.0271,0.5478,-9.8615,-16.3618,-33.3060,-2.3303,15.1023,0.0260
242.1875,-9.4692,-19.5647,17.6244,4.2428,1.5736,-26.4221,7.3545,-3.8796,-4.8553,0.2850,-12.1571,-17.7320,-29.5816,-12.3541,14.3436,-3.6420
250.0000,-10.9734,-16.4221,16.0124,-1.4451,3.5648,-26.1910,7.0311,-2.1459,-4.6605,2.9623,-7.6929,-11.0003,-27.4960,-13.5347,15.4555,-12.4454
257.8125,-17.2967,-19.7986,9.3020,-7.2421,8.9432,-28.5899,9.9264,2.2439,0.9824,5.7868,-2.6148,-6.3115,-23.0148,-11.2805,9.5287,-17.2147
265.6250,-17.9498,-22.4275,10.4913,-9.0478,14.1136,-32.6066,11.5447,4.0368,4.0193,6.0845,-1.4028,-6.1857,-23.2883,-15.8451,3.1739,-15.8880
273.4375,-18.6729,-20.8314,16.3631,-13.9033,17.1221,-32.5737,8.8625,4.1657,-0.4354,8.2308,-0.5379,-7.6223,-29.8573,-15.0333,6.1356,-15.3842
281.2500,-25.9004,-25.4323,11.2111,-6.8868,23.0297,-35.8851,8.3742,4.0009,1.1606,9.2994,-0.9056,-8.1910,-30.8375,-11.1039,7.1392,-16.2472
289.0625,-24.9647,-27.0777,6.0388,3.9669,28.5643,-42.8235,8.5206,2.7393,6.4269,6.6478,-1.0583,-3.6657,-26.9061,-13.8112,3.6623,-18.6058
296.8750,-17.2084,-21.1536,10.8139,-5.3329,30.8886,-39.6933,2.3692,2.2343,3.3778,6.6521,2.2510,-0.0430,-26.2491,-15.2418,4.2134,-18.7567
304.6875,-17.5890,-21.9266,9.2838,-17.3352,34.9054,-29.1706,0.1249,5.8934,1.6949,9.8232,6.4493,-1.1486,-24.3362,-12.7025,-3.3936,-16.4425
312.5000,-21.4659,-23.2228,2.2272,-8.9028,37.0856,-25.2518,5.4519,8.6396,4.6421,8.9515,6.6171,-0.5463,-22.0428,-12.2401,-18.6863,-16.6749
