Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,-2.8202,-0.6343,-4.0844,-2.2802,-3.0032,-0.8148,5.0859,-6.4929,-5.4767,-15.1776,-8.8263,-1.7422,26.5773,0.8694,-2.6916,-3.4082
7.8125,-3.4543,-0.6794,0.4833,-1.8901,-1.4210,-2.3690,3.3063,-7.9337,-6.9236,-16.6789,-10.2654,-3.7109,27.6786,1.6235,-2.2605,0.9997
15.6250,-1.0254,-1.0263,-7.2467,-2.8960,-3.5990,-0.4022,6.0835,-5.8730,-3.5500,-15.6663,-8.2643,-0.9550,30.3835,1.4780,-3.1416,-6.6283
23.4375,-3.8621,-1.0601,2.4230,-2.0206,-1.0960,-2.5613,2.8078,-8.5756,-7.5246,-17.4468,-10.8811,-4.1905,28.9777,1.4501,-2.4766,2.4668
31.2500,-1.0570,-1.2146,-3.8632,-3.2930,-2.3921,-1.6682,4.8927,-6.9925,-4.6990,-17.3249,-9.3566,-2.2634,33.1211,2.1771,-3.5323,-3.4420
39.0625,-3.0912,-1.5530,2.0942,-1.8984,-1.3651,-2.7043,2.9093,-8.6415,-6.3768,-18.0753,-10.9554,-4.1754,31.9515,1.8095,-2.4804,1.2154
46.8750,-1.7134,-1.0014,-1.5961,-3.8483,-1.5462,-1.8092,4.2180,-7.9225,-6.0316,-18.5484,-10.2793,-3.0056,33.7481,2.0266,-3.6283,-0.7300
54.6875,-0.9864,-2.3474,-0.1250,-2.6879,-1.6583,-2.8471,3.4232,-8.3486,-4.4546,-19.1211,-10.5917,-3.5708,37.2395,2.7889,-3.2489,-1.2893
62.5000,-4.0399,-5.8481,1.8679,0.2083,-6.7425,-2.2713,3.8811,-7.6940,-0.6065,-15.4984,-9.7233,-2.0532,31.3045,-0.7192,-1.9880,-2.2859
70.3125,-4.7327,-5.0400,-7.5251,-5.1709,-12.5526,-2.1705,8.6328,-4.2674,3.0467,-12.0088,-6.1898,3.2026,21.7097,-3.2452,-2.9456,-3.7160
78.1250,-4.6872,-2.0764,-4.3230,-8.8132,-9.1074,-7.1155,5.3619,-5.9818,2.4004,-15.0091,-6.8108,2.3235,22.4135,-1.7527,-2.2613,4.5355
85.9375,-3.8924,1.0436,2.5897,-3.1830,-4.8156,-2.5227,0.0576,-8.6194,4.8009,-18.9756,-8.6715,-0.3982,33.1294,-3.3823,-4.1673,0.7646
93.7500,-5.0531,12.6364,10.8042,2.6290,-0.9089,3.7927,-0.7127,-9.8678,1.6797,-24.0818,-12.2552,-6.6333,33.4670,-2.3897,-9.9835,2.2398
101.5625,-7.7561,26.1041,11.1795,0.0495,0.2177,-1.5274,2.3322,-9.3690,-2.3663,-28.0003,-14.2006,-10.3631,20.4642,3.8858,-11.5191,13.1007
109.3750,-6.8011,26.9610,-14.7786,-7.4543,-9.3556,-1.5011,10.0817,-3.2902,8.2763,-22.8448,-6.9180,0.8267,15.1828,1.6665,-10.6636,-3.4192
117.1875,-8.7847,20.1443,-18.7838,-7.8726,-10.5292,3.7635,10.5677,-2.6445,13.1330,-21.0675,-5.3363,4.2868,20.3349,-4.4976,-12.4630,-9.7214
