Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,26.6416,4.1340,0.3899,-9.3872,-12.7636,-11.9474,-11.3903,-8.6578,9.1283,-19.2748,-3.4490,2.3880,-1.0687,26.5396,8.6663,-0.7107
7.8125,27.8416,1.0145,5.0737,-9.2339,-12.0067,-8.6327,-9.6299,-12.1177,5.0311,-28.2102,-8.3557,1.3490,-3.1812,31.9390,2.5822,1.6099
15.6250,27.8401,3.8020,7.5304,-7.0261,-10.7240,-0.4402,-5.4238,-14.6290,7.2560,-35.8388,-12.9963,0.3473,-1.9626,26.9776,3.3577,2.7330
23.4375,23.3345,2.7945,7.3660,-4.5234,-11.9550,-1.0652,-8.4728,-12.5345,7.2521,-33.1993,-11.6574,-4.8339,-3.5191,51.4359,5.1853,1.7887
31.2500,21.2459,3.1749,19.8428,-1.5788,-9.3592,-4.1921,-7.9555,-16.4804,5.3371,-30.2274,-15.1829,-3.5716,-4.9853,0.2195,4.4797,6.3190
39.0625,20.5463,3.7066,22.7126,-5.9555,-9.1857,-8.8507,-6.3219,-18.8721,3.7795,-34.2005,-17.6079,-2.6927,-3.2295,-8.2548,5.4628,7.9396
46.8750,19.8857,5.0195,15.8181,-3.2620,-11.0283,-8.3785,-9.1390,-17.8331,4.9862,-34.2817,-17.9075,-9.5832,-1.9358,15.6187,10.7765,8.7021
54.6875,17.7860,3.5192,16.7419,0.5385,-9.9105,-11.9614,-12.4984,-19.2534,-1.0198,-36.2982,-18.8950,-11.0224,-1.7929,32.6842,6.9981,11.1416
62.5000,18.7464,8.0215,19.1798,-1.8304,-5.1216,-8.9210,-6.8097,-23.0256,-2.6386,-39.4193,-22.1674,-4.1525,2.7586,-14.8084,5.6683,14.3559
70.3125,16.5815,6.8511,8.5872,-4.0233,-6.9725,-5.8891,-9.1447,-21.3007,-3.3955,-38.0430,-20.7330,-7.8085,4.2470,8.8363,10.3966,13.3646
78.1250,11.8877,8.1464,12.6851,4.0826,-5.6732,-4.9475,-13.5669,-23.3721,-4.5099,-34.5163,-22.3448,-10.8456,6.2275,-5.7437,11.8721,16.7010
85.9375,8.4743,9.1243,19.4247,0.6062,-4.8970,-11.3896,-12.9476,-23.1714,-8.0770,-34.0957,-20.5318,-5.8422,8.4554,-6.9942,7.1642,15.1582
93.7500,10.8857,5.6746,10.5503,-6.2213,-9.3801,-8.8299,-9.2991,-18.5519,-6.9357,-31.2238,-16.8079,-5.0737,2.9507,13.9787,10.1706,5.7045
101.5625,14.8009,4.5281,5.0881,-0.7366,-7.8291,-0.5700,-5.7769,-18.3161,-4.8207,-30.6886,-19.3154,-8.7653,-1.1849,1.7950,13.2969,0.3120
109.3750,13.0115,6.2139,6.7243,-0.1632,-5.7544,-4.5874,-2.6459,-18.3679,-8.9746,-34.7718,-21.1900,-10.5069,3.8123,11.4073,8.7640,1.9078
117.1875,10.5965,8.2942,7.9529,-2.2534,-9.1323,-2.6767,2.9966,-17.8362,-8.0351,-33.5893,-21.7770,-8.4277,5.5768,-3.2326,11.1761,3.4626
125.0000,8.4238,4.6177,2.9666,-3.8606,-12.3115,0.8450,1.9065,-17.1216,-8.3572,-36.1937,-20.8654,-8.2153,-0.3419,27.6493,11.9092,-4.0925
132.8125,8.7951,12.3763,9.3666,-0.6164,-4.4635,6.5452,4.7326,-20.1429,-7.3365,-40.8109,-26.1742,-11.9242,0.8170,-2.0692,13.8730,-3.8901
140.6250,5.0051,12.0760,15.0368,-3.4028,-4.7549,-0.3968,6.8951,-19.4821,-12.9723,-43.1940,-27.4112,-15.7270,0.4548,22.9883,16.1181,-0.3102
148.4375,6.0441,8.4272,11.8033,-5.3030,-9.9641,-8.3997,9.4707,-18.8467,-13.4439,-45.0550,-25.4697,-8.7838,-2.0401,37.4112,11.7066,-1.9963
156.2500,14.4939,13.0943,6.8777,-6.7413,-8.3647,-12.6083,10.0480,-18.6154,-8.5570,-51.0225,-24.9388,-6.6968,1.5056,36.2820,2.7963,-5.3616
164.0625,17.2755,14.6699,15.2300,-7.9711,-8.4105,-17.7111,9.2647,-19.5149,-7.3464,-56.5196,-27.7423,-13.3886,4.0162,50.4980,3.9530,-2.5223
171.8750,12.2240,11.5011,27.5713,-5.5598,-10.7892,-23.7721,10.0380,-23.0346,-6.6097,-57.3009,-30.3126,-10.1619,3.0534,36.0625,7.7320,3.0448
179.6875,8.9760,15.5315,23.0196,-4.1295,-10.1027,-28.6014,9.6413,-25.0537,-6.6184,-55.9759,-30.8997,-6.9589,5.7389,12.6432,8.7780,7.8166
187.5000,9.2020,22.6673,14.7076,-4.3304,-9.2859,-25.2312,10.8419,-27.4818,-8.8549,-55.0391,-34.5931,-10.9349,9.9192,-14.2031,19.8784,11.5959
195.3125,8.4137,16.1356,9.0380,-11.2228,-16.5695,-24.3464,11.7322,-27.3733,-10.6866,-58.1830,-33.4524,-7.2024,9.4006,16.0437,23.2831,6.2225
203.1250,11.1884,14.5727,12.4622,-11.9161,-14.6849,-18.2947,16.1680,-28.4358,-3.2429,-61.3151,-34.2210,-0.9736,8.0459,-10.9666,18.4105,4.8859
210.9375,7.3921,8.6772,12.2208,-13.4674,-16.4655,-22.6008,15.4702,-27.6351,-8.6085,-66.6650,-35.3625,-6.7624,4.1652,43.1468,18.8600,6.7113
218.7500,5.5450,9.9718,14.1556,-9.7855,-17.1514,-15.9381,20.6087,-30.4151,-8.5693,-63.4314,-38.6444,-3.5618,8.5058,-3.8461,25.4326,8.8757
226.5625,5.7213,10.7739,11.7479,-12.8940,-16.5362,-12.9419,18.9844,-29.5362,-7.9291,-61.0119,-35.7607,0.4951,13.4971,-14.2917,20.3439,5.4174
234.3750,1.8250,12.3486,20.5605,-13.2564,-12.6219,-12.3614,14.0482,-33.0519,-13.9092,-66.8628,-39.2868,-4.6285,9.4842,5.8544,24.5136,8.0766
242.1875,-0.3914,14.4685,26.8251,-10.4269,-12.6680,-6.4155,12.3950,-37.7730,-18.2268,-68.8407,-43.2043,-3.9940,6.1675,-7.8956,31.0615,13.6983
250.0000,7.3861,16.7281,17.9580,-11.0739,-16.3903,4.0663,14.5879,-33.9537,-12.9572,-60.6032,-38.1074,2.6351,10.2879,-44.5289,20.5230,14.3910
257.8125,10.2949,14.4009,15.2253,-13.3497,-15.7267,12.7843,19.4797,-29.9513,-8.7778,-58.1440,-35.1819,5.3286,9.4546,-50.0682,13.9746,9.9509
265.6250,0.7274,-1.6859,10.3845,-23.0531,-21.2396,5.2919,14.4666,-25.7195,-19.1757,-65.1853,-29.8650,4.2740,1.8773,79.0018,13.0857,-1.2252
273.4375,6.6556,8.4498,18.0217,-14.0895,-16.7205,22.8355,21.0249,-28.6188,-10.3397,-57.9872,-34.2573,6.1793,7.3040,-25.8524,18.2852,5.0678
281.2500,7.9585,6.9681,12.5705,-16.0026,-19.0123,21.7237,19.8103,-23.3982,-12.4157,-56.7647,-30.6396,0.6262,7.6702,21.9430,15.4747,3.0453
289.0625,5.8696,3.4834,7.0628,-18.4110,-20.8506,21.4775,19.4647,-24.0480,-12.7673,-56.3451,-29.0814,6.2487,5.2390,28.8778,21.1742,-4.1608
296.8750,11.3494,4.5088,5.2144,-18.7624,-22.2612,26.2071,19.8184,-27.1008,-8.8812,-50.9844,-28.6766,15.7404,9.2519,-33.6618,23.4704,-0.3190
304.6875,17.1847,3.5568,9.5148,-16.9106,-18.6850,24.7014,21.3339,-26.5197,-9.4307,-52.9713,-30.7224,9.7942,10.9533,-28.9432,22.1352,9.4173
312.5000,17.1513,1.2337,10.4574,-12.2122,-13.4283,21.6477,21.3256,-25.3217,-10.8346,-56.1726,-32.9972,0.3473,7.7749,-0.1840,22.3471,7.4125
320.3125,14.6316,1.0499,6.6901,-12.3695,-17.8686,21.2896,19.2085,-23.2641,-11.1742,-48.8063,-29.4760,2.4158,9.0534,-11.5416,17.1953,1.8647
328.1250,11.2103,1.9490,16.2808,-16.7575,-21.3331,22.8318,22.9014,-21.9469,-9.8908,-43.9667,-27.2400,8.3216,10.2550,-34.4026,15.3741,5.8786
335.9375,9.1783,-2.5088,25.0234,-22.6030,-19.6042,17.9202,19.7578,-20.7185,-10.1369,-48.3457,-26.0984,4.6218,3.6708,12.7574,17.9526,6.5629
343.7500,13.9718,2.1032,29.2473,-18.6808,-16.5328,19.3861,13.2720,-22.7572,-9.4941,-44.7105,-26.9363,0.9540,3.4944,-14.7906,19.7430,7.1942
351.5625,12.7116,3.1325,29.2088,-16.9311,-16.8185,14.8808,11.9483,-21.0495,-13.8848,-41.6502,-23.9274,3.4944,8.2970,-3.5808,15.4247,6.7934
359.3750,11.4633,-2.6132,28.2304,-18.4231,-17.7940,7.3262,14.0323,-17.7518,-11.0904,-44.7274,-20.4475,6.7988,8.9162,38.9909,11.5585,1.9448
367.1875,14.9543,-4.7207,30.7038,-16.8867,-17.1572,6.1842,11.9207,-17.0024,-7.8058,-42.4223,-19.0842,6.4789,8.6983,33.8881,9.7005,-0.2614
375.0000,11.1770,-3.1918,32.9775,-15.4041,-15.3957,8.1245,10.8272,-15.4422,-14.1288,-35.7689,-16.8355,6.9845,11.2455,31.5675,10.1561,4.5539
382.8125,10.7969,3.8370,32.6894,-12.9214,-12.2526,16.0470,17.7115,-16.7366,-7.1568,-31.1577,-19.1353,9.9418,15.2039,-32.5773,19.0530,10.8934
390.6250,14.4021,0.9269,27.1169,-18.5423,-15.8991,12.9488,17.9927,-15.9200,-1.0517,-30.8509,-18.4687,8.6419,16.4196,-34.0954,23.8194,5.9880
398.4375,12.7800,-0.0189,28.5381,-17.8636,-15.2106,13.7010,18.7218,-14.3600,-5.7189,-25.6888,-16.9608,8.8066,18.9975,-36.1372,24.8889,3.8023
406.2500,10.6055,2.9800,23.7115,-16.3801,-11.4606,13.5542,15.8811,-10.6684,-12.4285,-23.8858,-13.4807,6.2584,19.3783,-4.0847,16.2704,7.3709
414.0625,15.3120,10.3400,23.8656,-18.2968,-11.6870,16.1924,16.1394,-10.5520,-6.9013,-27.0520,-14.4935,3.8274,17.2160,-19.4537,9.2822,13.1812
