Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,-16.0029,22.3371,74.8500,-15.0869,158.6205,47.8321,-58.9452,-48.4812,-57.5879,-64.4286,-48.2376,-59.5769,-88.1255,-50.3918,18.2092,161.1505
7.8125,-1.9470,26.7136,67.1247,-13.2281,139.0021,50.1564,-36.9550,-31.9616,-39.6120,-51.0331,-34.6075,-46.4511,-75.7727,-37.5350,28.1939,38.7951
15.6250,6.0873,28.1113,48.6883,-25.8742,124.7745,44.8290,-29.3429,-23.2509,-30.1844,-43.9093,-25.7167,-39.4685,-66.0965,-36.0749,23.6201,24.4489
23.4375,4.8710,20.0691,27.2888,-36.4995,113.2204,34.7957,-28.0456,-18.7223,-28.7126,-37.8474,-20.5511,-35.3464,-63.8980,-40.5074,-1.0176,95.3939
31.2500,0.0319,6.8557,14.0441,-26.0109,100.6643,20.5325,-14.8833,-8.1655,-19.7547,-23.7463,-10.6529,-22.3786,-51.6210,-32.5651,-13.8790,75.8234
39.0625,-1.6152,-0.6380,7.8607,-8.7543,79.4905,5.4213,2.4526,5.4634,-5.4041,-7.9161,2.3981,-5.2956,-29.0230,-14.4471,-19.3379,-20.8783
46.8750,-2.0331,-6.9594,-7.3381,-12.6750,58.7759,-5.6320,12.5041,13.4188,-1.9721,-1.6399,7.0305,-2.9487,-21.2716,-10.1113,-45.3357,7.0895
54.6875,-0.1217,-12.5457,-16.6013,-19.5390,42.0284,-18.8928,30.0174,27.6472,9.1192,13.2190,18.3014,5.2280,-10.6126,-6.9991,-51.1837,-24.8105
62.5000,-5.3494,-16.8203,-28.7377,-20.2506,28.8738,-31.8862,33.4650,31.8858,13.0096,19.8500,24.2432,14.4218,-6.1704,-2.5190,-63.9798,2.1743
70.3125,0.7375,-14.1788,-39.2312,-5.6236,13.2974,-37.9944,36.5250,32.8661,15.0522,20.6050,25.4738,20.5098,-1.8162,6.8799,-71.3195,-7.5813
78.1250,9.3718,-13.0692,-48.2651,3.4296,7.7401,-33.2153,41.4059,34.6163,16.7201,20.7382,23.7374,16.1438,4.8305,11.3205,-68.9327,-20.2690
85.9375,10.0554,-11.5045,-53.3943,3.2302,-5.6276,-29.2103,48.4378,43.4335,24.1054,32.1548,32.5545,22.6790,17.1351,17.5764,-66.7515,-69.2365
93.7500,9.0719,-8.3665,-65.3663,2.9884,-21.3929,-39.5850,52.0574,47.7818,25.5186,40.0718,38.8646,32.2330,21.2281,16.6127,-74.2077,-65.2108
101.5625,12.6348,-9.2226,-78.1785,0.1604,-25.7060,-44.9787,55.7290,48.5902,24.7388,39.1625,37.8046,31.2795,17.7966,13.0918,-83.2009,-17.9096
109.3750,12.4302,-12.5191,-76.9950,-5.7435,-35.2577,-41.6554,64.6122,59.0441,32.6917,48.6728,47.1086,37.1463,25.5076,24.2423,-91.9342,-44.2716
117.1875,8.1130,-13.2737,-76.0066,-0.1601,-47.2740,-46.4857,68.4123,65.3848,35.6374,56.8815,54.3739,45.4363,32.9459,31.8885,-108.6888,-59.2348
125.0000,10.7600,-11.2566,-75.9649,18.6931,-50.2363,-53.6799,67.3576,62.2025,35.8402,55.4271,51.3756,46.0817,35.4712,32.0101,-104.8447,-82.8803
132.8125,9.1525,-10.9834,-74.2186,16.1633,-53.4587,-52.7459,61.5534,57.6190,31.3893,53.4201,48.4580,43.7898,36.1792,36.1943,-94.2815,-70.9116
140.6250,4.0185,-9.9131,-78.9735,-3.5757,-62.4851,-48.3263,58.0674,54.2281,21.0406,48.9350,46.6189,44.3210,35.6638,39.0564,-103.8247,3.5052
148.4375,12.8565,-4.8889,-71.1360,3.9053,-75.2988,-47.6211,68.1181,57.5172,30.2540,49.4377,49.7372,53.4303,48.8636,43.8783,-90.3946,-90.6010
156.2500,14.4034,-6.0231,-62.1378,8.7320,-85.6916,-42.6244,64.4657,54.7702,35.7264,48.8002,47.3230,50.8343,47.6440,42.1571,-83.3025,-103.8854
164.0625,9.6359,-6.4151,-55.5650,-1.8626,-97.8505,-43.4317,60.4043,52.9871,31.1488,52.8272,46.8036,48.9482,41.3431,39.7921,-78.6300,-55.5669
171.8750,9.5209,-3.2504,-40.7484,-0.8000,-108.0916,-50.1407,64.9392,51.1594,29.6319,51.8675,45.0852,52.3510,47.7899,41.8784,-64.8729,-79.3793
179.6875,3.2252,-5.7462,-15.0013,3.1976,-105.4236,-46.5057,55.8453,41.4317,23.6966,41.7399,36.0367,45.6120,45.6866,42.3467,-62.6280,-69.9652
187.5000,-7.5139,-7.5354,9.3306,-5.0956,-83.3249,-35.8894,33.9126,27.1089,4.2018,29.6879,23.0737,27.0969,26.2078,37.9842,-63.2174,18.1468
