Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,5.8496,5.8201,-1.0465,1.1001,-0.3532,1.1312,-30.3101,-7.8154,0.1040,0.4572,3.8178,1.6304,4.3110,10.4862,6.5319,-3.9414
7.8125,3.6425,3.0292,-2.2448,2.8590,0.0261,2.8507,-34.0743,-8.5051,2.7190,2.1197,5.3627,4.5286,5.3342,7.3305,5.4551,-5.7300
15.6250,-0.3028,9.1455,-6.8022,1.9076,-6.7142,1.0571,-36.1978,-2.9247,4.7280,15.1359,13.6144,9.7628,6.0665,-2.7629,0.0330,-9.3321
23.4375,-2.0231,15.4841,-15.0448,-4.3800,-10.3530,0.7636,-34.0686,1.5972,7.9500,20.6836,18.1894,11.4682,4.4510,-6.6319,-1.7260,-4.2745
31.2500,-0.8145,7.7094,-21.3198,-6.4236,-5.1396,2.5775,-35.7918,-1.4713,9.2948,14.9789,15.7058,11.3798,4.7258,-0.7672,1.3511,6.3553
39.0625,4.6058,3.6143,-28.7385,-6.3198,-3.6333,0.2531,-40.9493,-4.0633,11.1895,11.7926,15.8009,13.6868,11.4075,2.8754,1.9367,8.7492
46.8750,10.6442,10.0399,-37.7388,-9.0261,-9.8311,0.9229,-41.4753,-1.4944,18.6137,12.9748,19.0983,15.1306,15.2695,0.5468,-0.7648,5.5596
54.6875,11.2832,7.8712,-29.8260,-3.0438,-10.5103,6.1428,-45.2116,-1.4693,18.3587,16.6555,19.5547,13.4354,10.0103,-0.4601,-1.9818,3.3698
62.5000,8.3601,1.0429,-21.8349,6.8922,-7.4323,5.7050,-51.7260,-6.6902,9.8869,16.3765,15.4146,10.5943,6.2320,2.9237,1.4092,12.2228
70.3125,6.8304,3.6942,-27.1135,2.6503,-10.4785,4.0025,-49.9313,-9.7846,9.1966,9.9246,11.7488,10.0249,7.6635,6.6887,8.3356,19.0386
78.1250,5.3253,6.9474,-31.4592,-3.3929,-18.8559,4.2398,-45.0200,-5.5120,13.8140,14.5604,15.7666,13.7447,7.6137,4.1337,8.3048,13.6990
85.9375,4.1899,8.1461,-26.5451,-2.4129,-24.3646,0.3511,-40.9578,0.4641,11.5506,25.3436,21.3938,16.9328,8.3520,-1.2739,1.3511,3.2404
